address1	address2	zipCode	city	country	geoCoords
16 Rue de la Cooperative			Villeurbanne		45.77084870,4.89777120
11 Rue Decomberousse			Villeurbanne		45.76230190,4.91486490
1 Rue Jean Pierre Bredy			Villeurbanne		45.78157400,4.88607020
17 Rue Victor Basch			Villeurbanne		45.76403470,4.89693310
8 Rue Marcel Doret			Villeurbanne		45.75453010,4.91181610
7 Avenue Gaston Berger			Villeurbanne		45.78442240,4.87029910
18 Rue Alexandre Boutin			Villeurbanne		45.76965690,4.86874720
14 Avenue Ampère			Villeurbanne		45.76473170,4.91597290
8 Rue Denis Papin			Villeurbanne		45.77025500,4.89134930
17 Impasse Richard			Villeurbanne		45.77513050,4.88563550
11 Rue Louis Teillon			Villeurbanne		45.75075770,4.91653720
3 Place des Passementiers			Villeurbanne		45.76959650,4.86599110
4 Rue Édouard Aynard			Villeurbanne		45.76200570,4.87678760
15 Rue Bonnet			Villeurbanne		45.77693290,4.86986520
13 Rue Eugene Fourniere			Villeurbanne		45.75770580,4.88711720
4 Rue Léon Piat			Villeurbanne		45.77410180,4.90311530
5 Rue d'Hanoi			Villeurbanne		45.77151640,4.86221140
13 Rue Pelisson			Villeurbanne		45.77378200,4.88598390
2 Rue des Bluets			Villeurbanne		45.78111090,4.89608840
14 Rue Billon			Villeurbanne		45.77389220,4.87883060
8 Rue Pierre Larousse			Villeurbanne		45.77277880,4.86809510
12 Rue Léon Fabre			Villeurbanne		45.77858060,4.87396050
10 Rue du Nord			Villeurbanne		45.76372080,4.88168640
18 Rue de la Filature			Villeurbanne		45.77731710,4.88066060
4 Boulevard Niels Bohr			Villeurbanne		45.78676870,4.87934260
5 Rue du Caporal Morange			Villeurbanne		45.75219670,4.91584020
11 Impasse des Glycines			Villeurbanne		45.76498210,4.89437610
18 Rue Charles Gounod			Villeurbanne		45.77521220,4.88167660
7 Rue Pierre Cacard			Villeurbanne		45.76626850,4.89308670
2 Rue de la Cloche			Villeurbanne		45.78814190,4.88555710
4 Impasse Henri			Villeurbanne		45.78342990,4.88805210
11 Rue Edison			Villeurbanne		45.75524470,4.91850160
5 Rue du Capitaine Ferber			Villeurbanne		45.78859700,4.88389150
5 Rue du Docteur Rollet			Villeurbanne		45.76816740,4.88456450
7 Rue Alexandre Ribot			Villeurbanne		45.77505740,4.89420940
16 Boulevard de la Bataille de Stalingrad			Villeurbanne		45.78323620,4.85998800
17 Rue Marie Antoinette			Villeurbanne		45.78312900,4.88720080
17 Rue Branly			Villeurbanne		45.76917130,4.88141060
5 Impasse Comby			Villeurbanne		45.77309960,4.88608640
10 Allée des Enfants			Villeurbanne		45.77045750,4.89768770
20 Rue Paul Gojon			Villeurbanne		45.77146800,4.90017450
18 Rue Pierre Cacard			Villeurbanne		45.76593090,4.89295860
9 Boulevard Niels Bohr			Villeurbanne		45.78521980,4.87233920
2 Allée du Parc du Centre			Villeurbanne		45.77325300,4.87964630
14 Impasse Amblard			Villeurbanne		45.75436340,4.88788720
17 Avenue Monin			Villeurbanne		45.78782730,4.88312570
7 Avenue Roger Salengro			Villeurbanne		45.77495000,4.86912350
14 Rue François Mole			Villeurbanne		45.76938110,4.90055000
13 Rue Greuze			Villeurbanne		45.77328240,4.89397120
11 Rue Docteur Frappaz			Villeurbanne		45.76010950,4.89122790
7 Rue des Barottieres			Villeurbanne		45.77628050,4.89662250
10 Rue Anatole France			Villeurbanne		45.76661940,4.86937470
6 Rue de la Liberté			Villeurbanne		45.76477030,4.90181750
15 Rue Baudin			Villeurbanne		45.76525930,4.90565990
4 Rue Gérard Maire			Villeurbanne		45.77025270,4.88838870
16 Impasse des Moineaux			Villeurbanne		45.78232030,4.89774170
2 Rue Frédéric Fays			Villeurbanne		45.76473690,4.90266430
4 Rue Alfred Brinon			Villeurbanne		45.77627270,4.89315950
2 Rue Berthelot			Villeurbanne		45.75985940,4.89670490
1 Allée des Enfants			Villeurbanne		45.77038340,4.89643320
8 Impasse Édouard Aynard			Villeurbanne		45.76155430,4.87652820
20 Rue Pierre Voyant			Villeurbanne		45.77294300,4.89846690
16 Rue de l'Amitie			Villeurbanne		45.75531410,4.89000770
6 Rue Joseph Gillet			Villeurbanne		45.77319630,4.88698120
16 Impasse Henri			Villeurbanne		45.78251390,4.88839670
10 Avenue du Commandant l'Herminier			Villeurbanne		45.77003160,4.88462000
12 Rue du Luizet			Villeurbanne		45.78316060,4.88469550
1 Rue Pierre Bressat			Villeurbanne		45.75403970,4.90450080
4 Avenue Marcel Cerdan			Villeurbanne		45.76663440,4.90286740
13 Rue du Maréchal Foch			Villeurbanne		45.75346900,4.90519120
17 Rue de la Fraternite			Villeurbanne		45.75452530,4.88694360
15 Avenue Roberto Rossellini			Villeurbanne		45.77669120,4.86254020
15 Place Marengo			Villeurbanne		45.75945620,4.87543030
17 Place Jules Grandclement			Villeurbanne		45.75861390,4.88626430
12 Rue Magenta			Villeurbanne		45.76997200,4.87094540
18 Impasse Amblard			Villeurbanne		45.75436130,4.88782490
6 Rue Bonnet			Villeurbanne		45.77788680,4.86982270
14 Rue Lakanal			Villeurbanne		45.77439700,4.86640810
11 Rue Delornage			Villeurbanne		45.77030830,4.86788200
8 Rue des Acacias			Villeurbanne		45.78104260,4.90440850
2 Rue de Pierrefrite			Villeurbanne		45.76625660,4.91065670
15 Rue Bouchet			Villeurbanne		45.73874420,4.91671160
4 Rue Jean Zuber			Villeurbanne		45.77550700,4.89709340
2 Rue Decomberousse			Villeurbanne		45.76072750,4.92008090
5 Allée Henri Georges Clouzot			Villeurbanne		45.77599650,4.86131250
1 Avenue Monin			Villeurbanne		45.78782730,4.88312570
14 Impasse Bourgchanin			Villeurbanne		45.76445070,4.90281510
7 Avenue Roger Salengro			Villeurbanne		45.77495000,4.86912350
5 Avenue Antoine Dutrievoz			Villeurbanne		45.77169280,4.86207490
9 Rue François Gillet			Villeurbanne		45.75953760,4.87358390
14 Rue Lakanal			Villeurbanne		45.77439700,4.86640810
11 Rue Antoine Primat			Villeurbanne		45.75817020,4.89204250
19 Rue Rouget de Lisle			Villeurbanne		45.78845130,4.88455470
10 Rue de Venise			Villeurbanne		45.76677340,4.89872340
20 Cours Docteur Jean Damidot			Villeurbanne		45.76182210,4.88487620
8 Rue Baudelaire			Villeurbanne		45.76371000,4.87921420
1 Rue des Antonins			Villeurbanne		45.78243990,4.87870490
16 Rue Douaumont			Villeurbanne		45.78115740,4.89945710
10 Rue de la Ligne de l'Est			Villeurbanne		45.75729120,4.90356720
9 Rue du Capitaine Ferber			Villeurbanne		45.78859700,4.88389150
4 Avenue Roger Salengro			Villeurbanne		45.77423080,4.86854650
18 Rue Henri Rolland			Villeurbanne		45.77080160,4.86310080
16 Rue Louis Bocquet			Villeurbanne		45.75652320,4.90317300
16 Rue Pierre Voyant			Villeurbanne		45.77307850,4.89836960
16 Rue Frédéric Passy			Villeurbanne		45.76012300,4.87722380
6 Place des Maisons Neuves			Villeurbanne		45.75628810,4.87872550
20 Rue de Turin			Villeurbanne		45.77482920,4.89844660
3 Rue de l'Égalité			Villeurbanne		45.76422280,4.90433680
18 Avenue Roger Salengro			Villeurbanne		45.77484840,4.86950080
1 Boulevard du 11 Novembre 1918			Villeurbanne		45.77951040,4.85998260
1 Rue Marguerite			Villeurbanne		45.77822020,4.87048060
20 Rue de Mulhouse			Villeurbanne		45.77350230,4.89742090
6 Rue Louis Mille			Villeurbanne		45.76653160,4.88496000
11 Rue de l'Epi de Ble			Villeurbanne		45.77769160,4.90288900
8 Rue Prisca			Villeurbanne		45.78089500,4.88112870
18 Rue de la Doua			Villeurbanne		45.77805060,4.87409740
14 Rue Gabriel Peri			Villeurbanne		45.77219990,4.86583700
15 Rue Charles Gounod			Villeurbanne		45.77493510,4.88205100
13 Rue Jean Bertin			Villeurbanne		45.76032160,4.91962850
11 Rue de la Cloche			Villeurbanne		45.78830870,4.88553840
18 Avenue du Général Leclerc			Villeurbanne		45.75772550,4.89067400
13 Rue de la Prairie			Villeurbanne		45.78303180,4.89994950
18 Rue Marcel Doret			Villeurbanne		45.75453310,4.91218230
8 Rue Guillotte			Villeurbanne		45.75721310,4.89196090
10 Rue de la Sainte Famille			Villeurbanne		45.78073660,4.88767460
19 Rue Charlie Chaplin			Villeurbanne		45.77479010,4.86042490
18 Rue de la Marne			Villeurbanne		45.75282750,4.90585230
9 Rue Mansard			Villeurbanne		45.76903020,4.87284600
2 Rue Octavie			Villeurbanne		45.78169330,4.88745840
2 Rue Louis Becker			Villeurbanne		45.76515510,4.86912250
11 Impasse Richard			Villeurbanne		45.77512950,4.88562580
6 Rue Louis Maynard			Villeurbanne		45.78631200,4.89954660
13 Rue de la Prevoyance			Villeurbanne		45.77195920,4.88767870
9 Rue de Mulhouse			Villeurbanne		45.77361170,4.89581520
8 Rue Cyprian			Villeurbanne		45.75954730,4.90105010
20 Rue Georges Courteline			Villeurbanne		45.77819670,4.87757360
12 Rue Francis Chirat			Villeurbanne		45.75843680,4.88909920
18 Rue Valentin Hauy			Villeurbanne		45.75951370,4.88320630
9 Rue Jean Baptiste Durand			Villeurbanne		45.75465080,4.90426000
9 Rue Paul Pechoux			Villeurbanne		45.75509350,4.87701270
12 Rue de Pierrefrite			Villeurbanne		45.76625660,4.91065670
2 Rue de la Jeunesse			Villeurbanne		45.77406900,4.89724500
9 Rue Paul Cambon			Villeurbanne		45.77579700,4.87326340
7 Rue Baudin			Villeurbanne		45.76566560,4.90607900
18 Rue Mimi Pinson			Villeurbanne		45.78644630,4.90051740
13 Rue Christian de Wett			Villeurbanne		45.75357120,4.89704450
17 Rue Deauville			Villeurbanne		45.77264920,4.90004010
2 Impasse du Boucheret			Villeurbanne		45.76721040,4.89565750
13 Rue de l'Égalité			Villeurbanne		45.76422280,4.90433680
15 Rue Pierre Louis Bernaix			Villeurbanne		45.76023050,4.89696490
3 Rue Bonnet			Villeurbanne		45.77829500,4.87017420
15 Rue Baudin			Villeurbanne		45.76525930,4.90565990
17 Boulevard Eugene Reguillon			Villeurbanne		45.75977140,4.89090580
7 Avenue Monin			Villeurbanne		45.78782730,4.88312570
9 Rue Jules Guesde			Villeurbanne		45.75542990,4.90335130
18 Rue Francis de Pressense			Villeurbanne		45.77227460,4.86808520
15 Rue du Professeur Émile Bouvier			Villeurbanne		45.77904620,4.88966610
1 Rue François Gillet			Villeurbanne		45.75953610,4.87308690
11 Rue Général Dayan			Villeurbanne		45.77340590,4.86131940
5 Rue Poizat			Villeurbanne		45.75902120,4.89322800
8 Rue Mauvert			Villeurbanne		45.77441720,4.87753550
16 Impasse des Tilleuls			Villeurbanne		45.78037830,4.87983790
8 Rue Jean Zuber			Villeurbanne		45.77543870,4.89763160
16 Place des Allobroges			Villeurbanne		
14 Place des Allobroges			Villeurbanne		
11 Rue du Docteur Rollet			Villeurbanne		45.76806480,4.88441840
10 Rue Marcel Dutartre			Villeurbanne		45.77954380,4.87634140
4 Rue Marcel Dutartre			Villeurbanne		45.77960820,4.87589120
18 Avenue Roberto Rossellini			Villeurbanne		45.77668940,4.86240630
20 Rue de la Cloche			Villeurbanne		45.78835630,4.88553310
19 Place Albert Thomas			Villeurbanne		45.79187340,4.84053800
19 Rue Eugene Pottier			Villeurbanne		45.78627850,4.89789220
7 Cours Docteur Jean Damidot			Villeurbanne		45.76187620,4.88288690
11 Rue Bellecombe			Villeurbanne		45.76969420,4.86316100
4 Rue Charlie Chaplin			Villeurbanne		45.77418070,4.86065250
1 Avenue Condorcet			Villeurbanne		45.77841100,4.86686350
13 Place des Maisons Neuves			Villeurbanne		45.75611780,4.87695330
20 Impasse Baconnier			Villeurbanne		45.75137950,4.91089020
10 Impasse Million			Villeurbanne		45.76763970,4.89500220
2 Rue Greuze			Villeurbanne		45.77375740,4.89372810
3 Rue Viret			Villeurbanne		45.77439400,4.87565030
1 Rue Léon Blum			Villeurbanne		45.75955890,4.89130030
13 Rue Lancon			Villeurbanne		45.77115620,4.89237190
4 Rue Marguerite			Villeurbanne		45.77791450,4.86887860
2 Place Jules Grandclement			Villeurbanne		45.75937120,4.89091160
13 Rue René Prolongee			Villeurbanne		45.77882540,4.89455700
1 Avenue de Bel Air			Villeurbanne		45.75704590,4.91164700
3 Rue des Muriers			Villeurbanne		45.76255730,4.88099940
10 Impasse des Moineaux			Villeurbanne		45.78232030,4.89774170
13 Rue des Antonins			Villeurbanne		45.78144070,4.87873910
20 Rue Louis Mille			Villeurbanne		45.76652860,4.88487210
19 Impasse Chatigny			Villeurbanne		45.77535460,4.87494380
6 Cours Tolstoi			Villeurbanne		45.76355160,4.87055140
4 Rue Gérard Maire			Villeurbanne		45.77025270,4.88838870
17 Impasse Pellet			Villeurbanne		45.76454430,4.89578030
15 Avenue Marc Sangnier			Villeurbanne		45.76212280,4.87409520
18 Rue de Bel Air			Villeurbanne		45.75690150,4.91150480
9 Rue du Luxembourg			Villeurbanne		45.75001090,4.91463220
8 Rue Frédéric Fays			Villeurbanne		45.76446730,4.90306590
16 Rue Marcel Dutartre			Villeurbanne		45.77951270,4.87666740
19 Impasse des Tilleuls			Villeurbanne		45.77999830,4.88030670
7 Avenue Marcel Cerdan			Villeurbanne		45.76705520,4.90439440
14 Rue Rhonat			Villeurbanne		45.75555960,4.87797320
1 Rue de la Solidarite			Villeurbanne		45.75514610,4.88969760
13 Rue du Maréchal Foch			Villeurbanne		45.75346900,4.90519120
18 Rue de Milan			Villeurbanne		45.77360680,4.86958130
19 Rue Camille Koechlin			Villeurbanne		45.76379660,4.88723630
7 Rue Clos Poncet			Villeurbanne		45.76280920,4.87499200
12 Boulevard du 11 Novembre 1918			Villeurbanne		45.77921480,4.86102390
3 Rue Bonneterre			Villeurbanne		45.76092900,4.88582480
9 Rue Paul Pechoux			Villeurbanne		45.75509350,4.87701270
4 Avenue Marcel Cerdan			Villeurbanne		45.76663440,4.90286740
2 Rue Gustave Chamboeuf			Villeurbanne		45.76989450,4.89936050
13 Rue du Maréchal Foch			Villeurbanne		45.75346900,4.90519120
9 Allée des Enfants			Villeurbanne		45.77045930,4.89695710
16 Rue Geoffray			Villeurbanne		45.77399910,4.88234450
10 Rue des Lauriers			Villeurbanne		45.75384490,4.90295300
17 Rue Lancon			Villeurbanne		45.77115080,4.89270750
17 Avenue Condorcet			Villeurbanne		45.77715820,4.86745280
1 Rue Jean Baptiste Clement			Villeurbanne		45.78230940,4.87987730
18 Rue Bouchet			Villeurbanne		45.74432380,4.92298030
10 Rue Faillebin			Villeurbanne		45.76502050,4.89472920
10 Rue Branly			Villeurbanne		45.77084370,4.88148220
8 Rue Burais			Villeurbanne		45.75859170,4.89186950
18 Rue de la Cooperative			Villeurbanne		45.77082280,4.89799600
5 Rue Branly			Villeurbanne		45.77064500,4.88240000
20 Rue de la Solidarite			Villeurbanne		45.75449070,4.88899930
2 Rue Louis Malle			Villeurbanne		45.77322090,4.86030200
11 Rue de la Doua			Villeurbanne		45.77672080,4.87416020
5 Rue Léon Fabre			Villeurbanne		45.77902970,4.87336720
3 Rue du Canada			Villeurbanne		45.78218090,4.88044170
19 Place des Maisons Neuves			Villeurbanne		45.75622030,4.87739840
13 Rue Hector Berlioz			Villeurbanne		45.77246630,4.86872540
14 Rue Anatole France			Villeurbanne		45.76691640,4.86991080
3 Rue Victor Basch			Villeurbanne		45.76534390,4.89733040
1 Rue du Roulet			Villeurbanne		45.78729900,4.89667630
1 Rue de la Ligne de l'Est			Villeurbanne		45.75685690,4.90050110
7 Rue Colin			Villeurbanne		45.77534420,4.87409040
14 Rue Lazare Drut			Villeurbanne		45.77269910,4.88792380
8 Rue Léon Blum			Villeurbanne		45.75940570,4.89163190
4 Rue du Port			Villeurbanne		45.75572190,4.90274550
6 Rue de Bel Air			Villeurbanne		45.75780250,4.91042540
6 Allée des Cèdres			Villeurbanne		45.75636810,4.91059170
6 Boulevard Niels Bohr			Villeurbanne		45.78676870,4.87934260
17 Rue Pierre Louis Bernaix			Villeurbanne		45.76023050,4.89696490
20 Rue Jean Novel			Villeurbanne		45.77190930,4.86160670
9 Rue Paul Verlaine			Villeurbanne		45.76847530,4.88041920
15 Rue Raspail			Villeurbanne		45.77336550,4.88037370
4 Rue Joseph Gillet			Villeurbanne		45.77304130,4.88796720
3 Avenue Antoine de Saint Exupery			Villeurbanne		45.75951530,4.87652410
7 Impasse Richard			Villeurbanne		45.77545060,4.88555370
12 Rue du Vert Buisson			Villeurbanne		45.78376830,4.90240780
12 Rue de Milan			Villeurbanne		45.77360680,4.86958130
13 Rue du Canada			Villeurbanne		45.78243990,4.88150500
14 Rue George Sand			Villeurbanne		45.75474880,4.88580630
18 Rue Lancon			Villeurbanne		45.77105910,4.89337580
6 Rue Georges Courteline			Villeurbanne		45.77738050,4.87696250
2 Rue de Pierrefrite			Villeurbanne		45.76625660,4.91065670
9 Rue des Bons Amis			Villeurbanne		45.78611510,4.90249100
18 Allée Buster Keaton			Villeurbanne		45.77447470,4.86145090
12 Rue de la Poudrette			Villeurbanne		45.76365720,4.91936810
4 Avenue Ampère			Villeurbanne		45.76653870,4.91730370
16 Rue Marguerite			Villeurbanne		45.77791450,4.86887860
10 Rue Charles Montaland			Villeurbanne		45.76404790,4.88156270
14 Rue Baudin			Villeurbanne		45.76543200,4.90494050
12 Rue Docteur Frappaz			Villeurbanne		45.76110090,4.89357640
8 Rue du 8 Mai 1945			Villeurbanne		45.78190930,4.89216760
18 Rue Louis Guerin			Villeurbanne		45.77845710,4.86041140
3 Rue Jean Voillot			Villeurbanne		45.75510690,4.90987280
7 Rue Victor Hugo			Villeurbanne		45.75633390,4.88102560
13 Rue Marteret			Villeurbanne		45.77697490,4.87208900
6 Boulevard Eugene Reguillon			Villeurbanne		45.75980070,4.89154550
12 Rue Florian			Villeurbanne		45.76081110,4.88046970
12 Rue Abbe A Firmin			Villeurbanne		45.78401100,4.89862800
6 Rue de la Ligne de l'Est			Villeurbanne		45.75730160,4.90298790
13 Impasse Pellet			Villeurbanne		45.76454430,4.89578030
19 Rue de l'Avenir			Villeurbanne		45.75516860,4.90773500
14 Allée Marcel Achard			Villeurbanne		45.77480400,4.86097260
14 Rue Alfred de Musset			Villeurbanne		45.75731150,4.91661870
5 Impasse du Progres			Villeurbanne		45.76891750,4.89315970
15 Rue Severine			Villeurbanne		45.75521000,4.91296900
4 Rue Louis Becker			Villeurbanne		45.76515510,4.86912250
13 Rue Millon			Villeurbanne		45.76758530,4.86777940
14 Rue de la Somme			Villeurbanne		45.75242820,4.90671380
18 Rue Billon			Villeurbanne		45.77364770,4.87861250
7 Rue Baudin			Villeurbanne		45.76566560,4.90607900
13 Rue Malherbe			Villeurbanne		45.76733960,4.87868970
17 Rue Paul Gojon			Villeurbanne		45.77156530,4.89998980
17 Rue Henri Rolland			Villeurbanne		45.77080020,4.86310080
19 Rue Frédéric Mistral			Villeurbanne		45.75656400,4.87643780
9 Rue de la Famille			Villeurbanne		45.77391680,4.87988390
13 Rue du Docteur Ollier			Villeurbanne		45.76781900,4.88303580
1 Rue Jean Ottavi			Villeurbanne		45.77330190,4.87259450
15 Rue Yvonne Chanu			Villeurbanne		45.75378610,4.90841140
6 Rue Louis Jarnet			Villeurbanne		45.78160050,4.90502170
11 Rue Denis Papin			Villeurbanne		45.77013210,4.89173760
14 Avenue Salvador Allende			Villeurbanne		45.77644270,4.86270970
16 Impasse Henri			Villeurbanne		45.78251390,4.88839670
5 Rue Gabriel Peri			Villeurbanne		45.77060760,4.86333540
14 Impasse du Boucheret			Villeurbanne		45.76721040,4.89565750
14 Impasse Bourgchanin			Villeurbanne		45.76445070,4.90281510
7 Rue Max Barel			Villeurbanne		45.75722580,4.90102620
16 Rue Bergonier			Villeurbanne		45.76483050,4.89836570
10 Rue du Dr Pierre Fleury Papillon			Villeurbanne		45.76402750,4.88308970
11 Rue Jean Ottavi			Villeurbanne		45.77338760,4.87347430
2 Rue Monge			Villeurbanne		45.75309890,4.90899810
5 Allée Marcel Achard			Villeurbanne		45.77526140,4.86141360
4 Rue Lakanal			Villeurbanne		45.77533940,4.86596110
9 Rue Louis Adam			Villeurbanne		45.76859010,4.87203950
7 Rue Colin			Villeurbanne		45.77534420,4.87409040
4 Rue Lafontaine			Villeurbanne		45.76129090,4.87577860
20 Rue Lakanal			Villeurbanne		45.77439700,4.86640810
4 Avenue Aristide Briand			Villeurbanne		45.76678730,4.87980340
18 Allée du Couchant			Villeurbanne		45.75970400,4.87817420
15 Allée Louis Pergaud			Villeurbanne		45.75279400,4.91480400
18 Rue Abbe A Firmin			Villeurbanne		45.78401100,4.89862800
17 Rue Marcel Dutartre			Villeurbanne		45.77979490,4.87702380
11 Rue Charrin			Villeurbanne		45.75624150,4.88943650
2 Rue Deauville			Villeurbanne		45.77247040,4.89874190
9 Rue Frédéric Passy			Villeurbanne		45.76059840,4.87628520
3 Rue Poizat			Villeurbanne		45.75926290,4.89320060
10 Rue Alexis Perroncel			Villeurbanne		45.77465360,4.87074720
2 Rue de l'Epi de Ble			Villeurbanne		45.77831330,4.90237210
1 Avenue Antoine Dutrievoz			Villeurbanne		45.77247070,4.86245900
19 Allée du Levant			Villeurbanne		45.75970450,4.88021090
18 Rue de l'Union			Villeurbanne		45.76601710,4.89150500
16 Petite Rue de la Viabert			Villeurbanne		45.76752180,4.86523100
4 Rue François Mole			Villeurbanne		45.76918190,4.89994260
9 Place des Maisons Neuves			Villeurbanne		45.75602040,4.87674780
3 Boulevard Honore de Balzac			Villeurbanne		45.75455570,4.88475340
5 Rue de l'Epi de Ble			Villeurbanne		45.77808300,4.90278220
10 Rue des Roses			Villeurbanne		45.75514440,4.90653140
18 Rue du Marais			Villeurbanne		45.78435220,4.90083880
4 Rue Songieu			Villeurbanne		45.76952230,4.87487320
16 Rue Songieu			Villeurbanne		45.76849360,4.87490480
12 Rue Jean Ottavi			Villeurbanne		45.77309730,4.87349370
16 Rue George Sand			Villeurbanne		45.75488350,4.88648830
2 Rue Sully Prudhomme			Villeurbanne		45.76616900,4.87806380
19 Rue Robert Desnos			Villeurbanne		45.77554480,4.92810130
12 Rue Colin			Villeurbanne		45.77561000,4.87377580
4 Impasse Buyet			Villeurbanne		45.75604660,4.90351400
18 Place de la Paix			Villeurbanne		45.75212940,4.91515650
8 Rue des Peupliers			Villeurbanne		45.76046900,4.88807080
1 Impasse Guillet			Villeurbanne		45.78318470,4.88655430
6 Rue de Mulhouse			Villeurbanne		45.77324500,4.89605320
18 Rue Jean Baptiste Durand			Villeurbanne		45.75467900,4.90385780
8 Impasse du Progres			Villeurbanne		45.76879130,4.89268550
18 Rue Francis Chirat			Villeurbanne		45.75803860,4.88913130
12 Rue Georges Clemenceau			Villeurbanne		45.77724780,4.88368390
13 Rue du Tonkin			Villeurbanne		45.77900100,4.86518880
14 Rue Émile Decorps			Villeurbanne		45.75875950,4.89963310
8 Rue du Docteur Rollet			Villeurbanne		45.76817570,4.88425600
6 Rue Paul Lafargue			Villeurbanne		45.76838630,4.88342330
14 Rue Châteaubriand			Villeurbanne		45.78104890,4.88006680
7 Impasse Fontanieres			Villeurbanne		45.77386050,4.88283920
15 Impasse des Tilleuls			Villeurbanne		45.77997060,4.88021140
11 Rue des Bluets			Villeurbanne		45.78159830,4.89683380
1 Rue Flachet			Villeurbanne		45.77141770,4.89014440
19 Rue Jean Voillot			Villeurbanne		45.75524590,4.91045980
2 Rue de la Serenite			Villeurbanne		45.76966410,4.89667290
19 Rue de la Liberté			Villeurbanne		45.76498450,4.90265090
2 Rue Gérard Maire			Villeurbanne		45.77043720,4.88843530
20 Rue Branly			Villeurbanne		45.77003300,4.88134360
18 Rue Flachet			Villeurbanne		45.77058000,4.88987010
10 Rue Abbe A Firmin			Villeurbanne		45.78400060,4.89850010
4 Rue du Professeur Calmette			Villeurbanne		45.77262650,4.89653060
4 Impasse Lafontaine			Villeurbanne		45.76053490,4.87807200
18 Rue de la Convention			Villeurbanne		45.76359500,4.87268080
3 Place des Maisons Neuves			Villeurbanne		45.75653910,4.87844020
3 Rue Victor Subit			Villeurbanne		45.76615180,4.89585270
5 Rue Victor Jara			Villeurbanne		45.76586320,4.91868100
13 Rue Jean Voillot			Villeurbanne		45.75519140,4.91023530
16 Rue du Souvenir Français			Villeurbanne		45.76222940,4.90910160
10 Rue Marteret			Villeurbanne		45.77697390,4.87192970
20 Rue Jacques Brel			Villeurbanne		45.77397470,4.86456880
6 Rue Pierre Loti			Villeurbanne		45.76907090,4.88708080
13 Avenue de Bel Air			Villeurbanne		45.75642140,4.91235420
8 Cours Docteur Jean Damidot			Villeurbanne		45.76169510,4.88313700
11 Boulevard Honore de Balzac			Villeurbanne		45.75530050,4.88692500
5 Rue Schmidt			Villeurbanne		45.77770330,4.87410680
6 Rue des Charmettes			Villeurbanne		45.77177170,4.86633610
2 Rue Chambfort			Villeurbanne		45.76700280,4.90056430
19 Rue Persoz			Villeurbanne		45.76181400,4.88745730
6 Rue Clos Poncet			Villeurbanne		45.76269790,4.87486540
1 Rue Léon Blum			Villeurbanne		45.75955890,4.89130030
9 Rue Geoffray			Villeurbanne		45.77415270,4.88144200
8 Rue Louis Fort			Villeurbanne		45.77449240,4.88522740
18 Impasse Richard			Villeurbanne		45.77524310,4.88515100
11 Impasse Bourgchanin			Villeurbanne		45.76720120,4.90247520
11 Rue Baudin			Villeurbanne		45.76544610,4.90603810
16 Allée des Enfants			Villeurbanne		45.77045750,4.89768770
2 Impasse des Soeurs			Villeurbanne		45.77985630,4.88960280
15 Rue Andree Brevet			Villeurbanne		45.75662830,4.88907330
10 Rue Alexandre Dumas			Villeurbanne		45.77633200,4.88909530
5 Rue Rouget de Lisle			Villeurbanne		45.78903240,4.88461800
12 Rue Léon Fabre			Villeurbanne		45.77858060,4.87396050
18 Rue de la Bastille			Villeurbanne		45.76984160,4.87173640
9 Rue d'Alsace			Villeurbanne		45.77036510,4.86998230
11 Rue Gervais Bussiere			Villeurbanne		45.77455320,4.87081980
4 Avenue Henri Barbusse			Villeurbanne		45.76929140,4.87909220
11 Cours Docteur Jean Damidot			Villeurbanne		45.76182490,4.88314440
8 Rue Tranquille			Villeurbanne		45.78459380,4.89779200
2 Rue des Barottieres			Villeurbanne		45.77624770,4.89592320
20 Rue du Luxembourg			Villeurbanne		45.74993100,4.91441780
16 Rue Bat Yam			Villeurbanne		45.77318530,4.86429110
3 Rue Jean Pierre Bredy			Villeurbanne		45.78176670,4.88620350
10 Rue Songieu			Villeurbanne		45.76887850,4.87495120
6 Rue d'Hanoi			Villeurbanne		45.77139420,4.86305320
18 Avenue Galline			Villeurbanne		45.77619520,4.86680540
15 Rue Dedieu			Villeurbanne		45.76950250,4.86421570
6 Rue du Foyer			Villeurbanne		45.77449100,4.87952670
3 Rue Millon			Villeurbanne		45.76750920,4.86653910
8 Rue de la Baisse			Villeurbanne		45.76420960,4.89257690
1 Rue Melzet			Villeurbanne		45.77325860,4.86882090
11 Rue Raspail			Villeurbanne		45.77333020,4.88007440
13 Rue Victor Subit			Villeurbanne		45.76562980,4.89579170
20 Rue Jean Novel			Villeurbanne		45.77190930,4.86160670
3 Rue du Luxembourg			Villeurbanne		45.75055610,4.91475380
13 Rue Billon			Villeurbanne		45.77391950,4.87909770
17 Avenue de la Rize			Villeurbanne		45.76931280,4.90999090
6 Rue du Docteur Rollet			Villeurbanne		45.76826070,4.88416710
7 Impasse Martin			Villeurbanne		45.76275390,4.89455010
1 Rue Saint Jean			Villeurbanne		45.77696360,4.89973950
19 Impasse Bourgchanin			Villeurbanne		45.76737970,4.90272980
16 Rue Prisca			Villeurbanne		45.78089500,4.88112870
1 Rue Jean Baptiste Durand			Villeurbanne		45.75530920,4.90401510
3 Avenue Galline			Villeurbanne		45.77670470,4.86543890
5 Petite Rue de la Rize			Villeurbanne		45.75990010,4.88559820
